Customer_id,Call_Opened,Call_Closed,Case_Number,Resolution,Call_Type,Call_Type_Sub_Category
344451,8/13/2018,8/15/2018,23068431,Reachback,Customer Success,Walkthrough
344456,8/3/2018,8/7/2018,23029040,Contact,Customer Success,Walkthrough
344464,8/2/2018,8/16/2018,23023536,Contact,Customer Success,Walkthrough
344466,8/1/2018,8/15/2018,23018518,Contact,Customer Success,Walkthrough
344482,8/1/2018,8/2/2018,23019147,Contact,Customer Success,Walkthrough
344488,8/15/2018,8/16/2018,23087007,Contact,Customer Success,Walkthrough
344518,8/6/2018,8/7/2018,23038685,Contact,Customer Success,Walkthrough
344544,7/31/2018,8/1/2018,23012814,Contact,Customer Success,Walkthrough
344595,8/8/2018,8/8/2018,23046136,Contact,Customer Success,Walkthrough
344614,8/28/2018,9/4/2018,23173299,Contact,Customer Success,Walkthrough
344619,7/31/2018,8/9/2018,23011766,Contact,Customer Success,Walkthrough
344628,7/31/2018,8/2/2018,23011224,Contact,Customer Success,Walkthrough
344640,8/8/2018,8/14/2018,23057101,Contact,Customer Success,Walkthrough
344644,8/2/2018,8/2/2018,23022896,Contact,Customer Success,Walkthrough
344649,8/6/2018,8/7/2018,23038401,Contact,Customer Success,Walkthrough
344656,8/8/2018,8/8/2018,23045715,Contact,Customer Success,Walkthrough
344665,8/14/2018,8/16/2018,23081199,Contact,Customer Success,Walkthrough
344666,8/7/2018,8/8/2018,23042447,Contact,Customer Success,Walkthrough
344678,8/1/2018,8/14/2018,23018968,Contact,Customer Success,Walkthrough
344685,8/3/2018,8/8/2018,23029180,Contact,Customer Success,Walkthrough
344701,8/3/2018,8/7/2018,23029023,Contact,Customer Success,Walkthrough
344706,8/22/2018,8/22/2018,23113142,Contact,Customer Success,Walkthrough
344721,8/24/2018,8/28/2018,23127190,Contact,Customer Success,Walkthrough
344725,7/31/2018,8/13/2018,23008123,Contact,Customer Success,Walkthrough
344728,8/1/2018,8/15/2018,23019134,Contact,Customer Success,Walkthrough
344755,8/15/2018,8/17/2018,23086704,Contact,Customer Success,Walkthrough
344756,8/2/2018,8/9/2018,23019945,Contact,Customer Success,Walkthrough
344758,8/1/2018,8/7/2018,23017909,Contact,Customer Success,Walkthrough
344760,8/6/2018,8/8/2018,23038268,Contact,Customer Success,Walkthrough
344761,8/15/2018,8/20/2018,23091302,Contact,Customer Success,Walkthrough
344762,8/2/2018,8/15/2018,23024159,Contact,Customer Success,Walkthrough
344763,8/7/2018,8/7/2018,23041097,Contact,Customer Success,Walkthrough
344781,8/1/2018,8/6/2018,23018506,Contact,Customer Success,Walkthrough
344788,8/13/2018,8/15/2018,23067080,Contact,Customer Success,Walkthrough
344803,8/2/2018,8/7/2018,23023532,Contact,Customer Success,Walkthrough
344805,8/2/2018,8/6/2018,23022209,Contact,Customer Success,Walkthrough
344807,8/2/2018,8/9/2018,23023568,Contact,Customer Success,Walkthrough
344816,8/6/2018,8/14/2018,23036159,Contact,Customer Success,Walkthrough
344830,8/13/2018,8/15/2018,23071227,Contact,Customer Success,Walkthrough
344831,8/13/2018,8/13/2018,23067378,Contact,Customer Success,Walkthrough
344834,8/2/2018,8/7/2018,23022639,Contact,Customer Success,Walkthrough
344837,8/3/2018,8/7/2018,23034280,Contact,Customer Success,Walkthrough
344841,8/7/2018,8/7/2018,23041324,Contact,Customer Success,Walkthrough
344843,8/2/2018,8/9/2018,23023696,Contact,Customer Success,Walkthrough
344854,8/2/2018,8/8/2018,23019950,Contact,Customer Success,Walkthrough
344865,8/2/2018,8/8/2018,23021927,Contact,Customer Success,Walkthrough
344866,8/2/2018,8/7/2018,23022776,Contact,Customer Success,Walkthrough
344884,8/1/2018,8/6/2018,23017857,Contact,Customer Success,Walkthrough
344886,8/3/2018,8/7/2018,23028922,Contact,Customer Success,Walkthrough
344892,8/3/2018,8/8/2018,23029057,Contact,Customer Success,Walkthrough
344918,8/6/2018,8/7/2018,23038047,Contact,Customer Success,Walkthrough
344919,8/7/2018,8/21/2018,23042909,Contact,Customer Success,Walkthrough
344920,8/6/2018,8/8/2018,23039789,Contact,Customer Success,Walkthrough
344924,8/3/2018,8/14/2018,23031127,Contact,Customer Success,Walkthrough
344929,8/7/2018,8/9/2018,23041814,Contact,Customer Success,Walkthrough
344944,8/3/2018,8/7/2018,23034305,Contact,Customer Success,Walkthrough
344949,8/9/2018,8/23/2018,23061902,Contact,Customer Success,Walkthrough
344952,8/7/2018,8/7/2018,23041333,Contact,Customer Success,Walkthrough
344954,8/1/2018,8/21/2018,23018513,Contact,Customer Success,Walkthrough
344969,8/3/2018,8/6/2018,23034867,Contact,Customer Success,Walkthrough
344971,8/1/2018,8/6/2018,23019131,Contact,Customer Success,Walkthrough
344977,8/1/2018,8/6/2018,23017867,Contact,Customer Success,Walkthrough
344985,8/6/2018,8/7/2018,23038251,Contact,Customer Success,Walkthrough
344988,8/23/2018,8/30/2018,23119091,Contact,Customer Success,Walkthrough
345008,8/13/2018,8/17/2018,23066936,Contact,Customer Success,Walkthrough
345009,8/7/2018,8/7/2018,23040468,Contact,Customer Success,Walkthrough
345010,8/8/2018,8/16/2018,23046262,Contact,Customer Success,Walkthrough
345025,8/8/2018,8/9/2018,23046312,Contact,Customer Success,Walkthrough
345030,8/15/2018,8/22/2018,23088517,Contact,Customer Success,Walkthrough
345031,8/6/2018,8/8/2018,23036979,Contact,Customer Success,Walkthrough
345042,8/3/2018,8/7/2018,23029064,Contact,Customer Success,Walkthrough
345046,8/3/2018,8/8/2018,23033953,Contact,Customer Success,Walkthrough
345056,8/17/2018,9/5/2018,23099886,Contact,Customer Success,Walkthrough
345061,8/13/2018,8/16/2018,23070562,Contact,Customer Success,Walkthrough
345063,8/13/2018,8/17/2018,23067212,Contact,Customer Success,Walkthrough
345064,8/1/2018,8/6/2018,23015736,Contact,Customer Success,Walkthrough
345065,8/1/2018,8/14/2018,23018036,Contact,Customer Success,Walkthrough
345068,8/2/2018,8/7/2018,23019934,Contact,Customer Success,Walkthrough
345075,8/3/2018,8/8/2018,23029427,Contact,Customer Success,Walkthrough
345085,8/6/2018,8/7/2018,23036135,Contact,Customer Success,Walkthrough
345087,8/2/2018,8/21/2018,23022967,Contact,Customer Success,Walkthrough
345106,8/3/2018,8/16/2018,23028615,Contact,Customer Success,Walkthrough
345114,8/7/2018,8/9/2018,23041090,Contact,Customer Success,Walkthrough
345121,8/13/2018,8/14/2018,23069439,Contact,Customer Success,Walkthrough
345127,8/13/2018,8/15/2018,23067004,Contact,Customer Success,Walkthrough
345131,8/20/2018,8/29/2018,23105321,Contact,Customer Success,Walkthrough
345137,8/15/2018,8/17/2018,23090512,Contact,Customer Success,Walkthrough
345139,8/14/2018,8/15/2018,23080785,Contact,Customer Success,Walkthrough
345142,8/7/2018,8/9/2018,23041188,Contact,Customer Success,Walkthrough
345148,8/13/2018,8/15/2018,23067547,Contact,Customer Success,Walkthrough
345152,8/1/2018,8/7/2018,23015748,Contact,Customer Success,Walkthrough
345155,8/3/2018,8/13/2018,23034876,Contact,Customer Success,Walkthrough
345165,8/8/2018,8/20/2018,23057150,Contact,Customer Success,Walkthrough
345165,8/13/2018,8/13/2018,23067566,Contact,Customer Success,Walkthrough
345170,8/1/2018,8/9/2018,23018175,Contact,Customer Success,Walkthrough
345202,8/15/2018,8/20/2018,23087562,Contact,Customer Success,Walkthrough
345204,8/6/2018,8/8/2018,23039148,Contact,Customer Success,Walkthrough
345237,8/7/2018,8/17/2018,23043977,Reachback,Customer Success,Walkthrough
345238,8/6/2018,8/6/2018,23036541,Contact,Customer Success,Walkthrough
345241,8/2/2018,8/8/2018,23020810,Reachback,Customer Success,Walkthrough
345243,8/1/2018,8/15/2018,23018044,Contact,Customer Success,Walkthrough
345253,8/2/2018,8/7/2018,23022978,Contact,Customer Success,Walkthrough
345260,8/1/2018,8/8/2018,23018882,Contact,Customer Success,Walkthrough
345261,8/6/2018,8/9/2018,23038230,Reachback,Customer Success,Walkthrough
345264,8/13/2018,8/14/2018,23066996,Contact,Customer Success,Walkthrough
345272,8/24/2018,8/30/2018,23131484,Reachback,Customer Success,Walkthrough
345278,8/3/2018,8/6/2018,23034890,Contact,Customer Success,Walkthrough
345293,8/8/2018,8/14/2018,23045685,Contact,Customer Success,Walkthrough
345294,8/6/2018,8/9/2018,23036370,Contact,Customer Success,Walkthrough
345295,8/6/2018,8/15/2018,23038402,Contact,Customer Success,Walkthrough
345296,8/27/2018,8/29/2018,23164376,Contact,Customer Success,Walkthrough
345327,8/7/2018,8/7/2018,23040476,Contact,Customer Success,Walkthrough
345329,8/1/2018,8/6/2018,23018981,Contact,Customer Success,Walkthrough
345332,8/6/2018,8/15/2018,23037837,Contact,Customer Success,Walkthrough
345336,8/22/2018,8/22/2018,23111909,Contact,Customer Success,Walkthrough
345338,8/3/2018,8/8/2018,23034198,Contact,Customer Success,Walkthrough
345347,8/27/2018,9/4/2018,23162197,Contact,Customer Success,Walkthrough
345348,8/3/2018,8/13/2018,23034149,Contact,Customer Success,Walkthrough
345352,8/8/2018,8/13/2018,23046584,Contact,Customer Success,Walkthrough
345353,8/7/2018,8/7/2018,23041344,Contact,Customer Success,Walkthrough
345370,8/7/2018,8/7/2018,23043645,Contact,Customer Success,Walkthrough
345371,8/21/2018,8/29/2018,23109940,Contact,Customer Success,Walkthrough
345374,8/3/2018,8/8/2018,23034286,Contact,Customer Success,Walkthrough
345379,8/8/2018,8/14/2018,23045690,Contact,Customer Success,Walkthrough
345383,8/6/2018,8/8/2018,23039152,Contact,Customer Success,Walkthrough
345389,8/27/2018,8/29/2018,23158200,Contact,Customer Success,Walkthrough
345396,8/6/2018,8/8/2018,23036801,Contact,Customer Success,Walkthrough
345403,8/9/2018,8/13/2018,23061350,Contact,Customer Success,Walkthrough
345426,8/2/2018,8/14/2018,23022437,Contact,Customer Success,Walkthrough
345433,8/3/2018,8/7/2018,23029169,Contact,Customer Success,Walkthrough
345454,8/3/2018,8/7/2018,23029001,Contact,Customer Success,Walkthrough
345467,8/3/2018,8/7/2018,23028616,Contact,Customer Success,Walkthrough
345474,8/30/2018,9/10/2018,23207562,Contact,Customer Success,Walkthrough
345476,8/2/2018,8/13/2018,23024543,Contact,Customer Success,Walkthrough
345479,8/7/2018,8/9/2018,23043888,Contact,Customer Success,Walkthrough
345497,8/29/2018,8/31/2018,23187051,Contact,Customer Success,Walkthrough
345503,8/8/2018,8/15/2018,23046410,Contact,Customer Success,Walkthrough
345506,8/8/2018,8/14/2018,23046129,Contact,Customer Success,Walkthrough
345507,8/20/2018,8/22/2018,23103584,Reachback,Customer Success,Walkthrough
345511,8/14/2018,8/16/2018,23081459,Contact,Customer Success,Walkthrough
345558,8/7/2018,8/8/2018,23041769,Contact,Customer Success,Walkthrough
345563,8/6/2018,9/7/2018,23039565,Contact,Customer Success,Walkthrough
345574,8/13/2018,8/15/2018,23067408,Reachback,Customer Success,Walkthrough
345575,8/8/2018,8/13/2018,23046302,Contact,Customer Success,Walkthrough
345588,8/7/2018,8/20/2018,23041167,Contact,Customer Success,Walkthrough
345590,8/8/2018,8/14/2018,23047288,Contact,Customer Success,Walkthrough
345593,8/9/2018,8/9/2018,23061913,Contact,Customer Success,Walkthrough
345599,8/14/2018,8/15/2018,23071976,Contact,Customer Success,Walkthrough
345605,8/14/2018,8/14/2018,23073676,Contact,Customer Success,Walkthrough
345611,8/6/2018,8/22/2018,23039787,Reachback,Customer Success,Walkthrough
345615,8/8/2018,8/9/2018,23046345,Contact,Customer Success,Walkthrough
345660,8/17/2018,8/21/2018,23099050,Contact,Customer Success,Walkthrough
345667,8/15/2018,8/20/2018,23088840,Contact,Customer Success,Walkthrough
345686,8/9/2018,8/15/2018,23060667,Contact,Customer Success,Walkthrough
345699,8/15/2018,8/15/2018,23087213,Contact,Customer Success,Walkthrough
345719,8/6/2018,8/14/2018,23036726,Contact,Customer Success,Walkthrough
345738,8/14/2018,8/22/2018,23080360,Contact,Customer Success,Walkthrough
345753,8/9/2018,8/15/2018,23058665,Contact,Customer Success,Walkthrough
345775,8/8/2018,8/8/2018,23045679,Contact,Customer Success,Walkthrough
345792,8/9/2018,8/9/2018,23060606,Contact,Customer Success,Walkthrough
345801,8/13/2018,8/16/2018,23067067,Contact,Customer Success,Walkthrough
345809,8/8/2018,8/13/2018,23045939,Contact,Customer Success,Walkthrough
345822,8/20/2018,8/21/2018,23106768,Contact,Customer Success,Walkthrough
345832,8/9/2018,8/17/2018,23060554,Contact,Customer Success,Walkthrough
345837,8/9/2018,8/13/2018,23061395,Contact,Customer Success,Walkthrough
345880,8/8/2018,8/8/2018,23046173,Contact,Customer Success,Walkthrough
345881,8/6/2018,8/22/2018,23037146,Contact,Customer Success,Walkthrough
345884,8/7/2018,8/8/2018,23041777,Contact,Customer Success,Walkthrough
345887,8/6/2018,8/9/2018,23039542,Contact,Customer Success,Walkthrough
345904,8/14/2018,8/14/2018,23072796,Contact,Customer Success,Walkthrough
345920,8/9/2018,8/20/2018,23060517,Contact,Customer Success,Walkthrough
345933,8/15/2018,8/15/2018,23088618,Contact,Customer Success,Walkthrough
345937,8/8/2018,8/13/2018,23046419,Contact,Customer Success,Walkthrough
345939,8/7/2018,8/16/2018,23043998,Contact,Customer Success,Walkthrough
345951,8/7/2018,8/8/2018,23041754,Contact,Customer Success,Walkthrough
345953,8/13/2018,8/17/2018,23070494,Reachback,Customer Success,Walkthrough
345967,8/28/2018,8/29/2018,23172321,Contact,Customer Success,Walkthrough
345977,8/27/2018,9/4/2018,23164839,Contact,Customer Success,Walkthrough
345980,8/8/2018,8/9/2018,23046044,Contact,Customer Success,Walkthrough
345986,8/6/2018,8/20/2018,23039106,Contact,Customer Success,Walkthrough
345987,8/9/2018,8/13/2018,23059284,Contact,Customer Success,Walkthrough
345989,8/7/2018,8/9/2018,23040594,Contact,Customer Success,Walkthrough
345993,8/8/2018,8/8/2018,23047650,Contact,Customer Success,Walkthrough
346004,8/15/2018,9/6/2018,23090768,Contact,Customer Success,Walkthrough
346008,8/9/2018,8/9/2018,23060550,Contact,Customer Success,Walkthrough
346010,8/16/2018,8/17/2018,23095379,Contact,Customer Success,Walkthrough
346014,8/7/2018,8/9/2018,23042912,Contact,Customer Success,Walkthrough
346022,8/8/2018,8/13/2018,23057174,Contact,Customer Success,Walkthrough
346032,8/9/2018,8/21/2018,23060050,Reachback,Customer Success,Walkthrough
346036,8/9/2018,8/14/2018,23059597,Contact,Customer Success,Walkthrough
346054,8/21/2018,8/22/2018,23108832,Contact,Customer Success,Walkthrough
346056,8/7/2018,8/8/2018,23042553,Contact,Customer Success,Walkthrough
346061,8/7/2018,8/9/2018,23041790,Contact,Customer Success,Walkthrough
346073,8/7/2018,8/14/2018,23041802,Contact,Customer Success,Walkthrough
346074,8/8/2018,8/9/2018,23046052,Contact,Customer Success,Walkthrough
346075,8/15/2018,8/22/2018,23090230,Contact,Customer Success,Walkthrough
346077,8/7/2018,8/15/2018,23044198,Contact,Customer Success,Walkthrough
346096,8/27/2018,8/30/2018,23163383,Contact,Customer Success,Walkthrough
346150,8/8/2018,8/13/2018,23045663,Contact,Customer Success,Walkthrough
346156,8/6/2018,8/8/2018,23036486,Contact,Customer Success,Walkthrough
346162,8/9/2018,8/14/2018,23062677,Contact,Customer Success,Walkthrough
346179,8/14/2018,8/15/2018,23081546,Contact,Customer Success,Walkthrough
346180,8/21/2018,8/29/2018,23109905,Contact,Customer Success,Walkthrough
346183,8/8/2018,8/8/2018,23046201,Contact,Customer Success,Walkthrough
346184,8/6/2018,8/8/2018,23038202,Contact,Customer Success,Walkthrough
346227,8/13/2018,9/4/2018,23068217,Contact,Customer Success,Walkthrough
346229,8/7/2018,8/13/2018,23043015,Contact,Customer Success,Walkthrough
346241,8/9/2018,8/13/2018,23061863,Contact,Customer Success,Walkthrough
346280,8/8/2018,8/13/2018,23046163,Contact,Customer Success,Walkthrough
346282,8/6/2018,8/13/2018,23038757,Contact,Customer Success,Walkthrough
346290,8/7/2018,8/17/2018,23042902,Contact,Customer Success,Walkthrough
346310,8/9/2018,8/13/2018,23059935,Contact,Customer Success,Walkthrough
346311,8/8/2018,8/9/2018,23045970,Contact,Customer Success,Walkthrough
346321,8/7/2018,8/22/2018,23044212,Contact,Customer Success,Walkthrough
346322,8/8/2018,8/15/2018,23045672,Contact,Customer Success,Walkthrough
346339,8/20/2018,8/20/2018,23102655,Contact,Customer Success,Walkthrough
346341,8/21/2018,8/22/2018,23111236,Contact,Customer Success,Walkthrough
346342,8/8/2018,8/17/2018,23051794,Contact,Customer Success,Walkthrough
346360,8/13/2018,8/13/2018,23067333,Contact,Customer Success,Walkthrough
346361,8/9/2018,8/15/2018,23060078,Contact,Customer Success,Walkthrough
346369,8/14/2018,8/15/2018,23081385,Contact,Customer Success,Walkthrough
346385,8/9/2018,8/16/2018,23061882,Contact,Customer Success,Walkthrough
346417,8/14/2018,8/14/2018,23072748,Contact,Customer Success,Walkthrough
346418,8/9/2018,8/21/2018,23058782,Contact,Customer Success,Walkthrough
346420,8/9/2018,8/21/2018,23061472,Contact,Customer Success,Walkthrough
346428,8/15/2018,8/16/2018,23091071,Contact,Customer Success,Walkthrough
346436,8/15/2018,8/16/2018,23087807,Contact,Customer Success,Walkthrough
346439,8/9/2018,8/14/2018,23061546,Contact,Customer Success,Walkthrough
346444,8/16/2018,8/22/2018,23093118,Contact,Customer Success,Walkthrough
346445,8/13/2018,8/15/2018,23068045,Contact,Customer Success,Walkthrough
346446,8/13/2018,8/14/2018,23067038,Contact,Customer Success,Walkthrough
346448,8/15/2018,8/20/2018,23091091,Contact,Customer Success,Walkthrough
346454,8/13/2018,8/16/2018,23068023,Contact,Customer Success,Walkthrough
346457,8/13/2018,8/14/2018,23067046,Contact,Customer Success,Walkthrough
346461,8/14/2018,8/15/2018,23081529,Contact,Customer Success,Walkthrough
346488,8/13/2018,8/21/2018,23071196,Reachback,Customer Success,Walkthrough
346511,8/9/2018,8/13/2018,23059848,Contact,Customer Success,Walkthrough
346512,8/13/2018,8/17/2018,23068099,Contact,Customer Success,Walkthrough
346549,8/16/2018,8/22/2018,23095164,Contact,Customer Success,Walkthrough
346557,8/14/2018,8/16/2018,23080883,Contact,Customer Success,Walkthrough
346571,8/16/2018,8/21/2018,23095225,Contact,Customer Success,Walkthrough
346592,8/20/2018,8/22/2018,23102481,Contact,Customer Success,Walkthrough
346597,8/13/2018,8/14/2018,23071192,Contact,Customer Success,Walkthrough
346600,8/9/2018,8/20/2018,23059974,Contact,Customer Success,Walkthrough
346602,8/9/2018,8/15/2018,23060694,Contact,Customer Success,Walkthrough
346605,8/15/2018,9/4/2018,23091130,Contact,Customer Success,Walkthrough
346621,8/14/2018,8/14/2018,23073010,Contact,Customer Success,Walkthrough
346628,8/15/2018,8/20/2018,23087110,Contact,Customer Success,Walkthrough
346632,8/27/2018,8/31/2018,23159536,Contact,Customer Success,Walkthrough
346643,8/14/2018,8/15/2018,23081471,Contact,Customer Success,Walkthrough
346644,8/20/2018,8/20/2018,23103557,Contact,Customer Success,Walkthrough
346658,8/16/2018,8/17/2018,23094721,Contact,Customer Success,Walkthrough
346661,8/13/2018,8/15/2018,23066937,Contact,Customer Success,Walkthrough
346677,8/9/2018,8/15/2018,23061067,Contact,Customer Success,Walkthrough
346678,8/24/2018,8/29/2018,23130922,Contact,Customer Success,Walkthrough
346689,8/8/2018,8/14/2018,23057143,Contact,Customer Success,Walkthrough
346703,8/8/2018,8/20/2018,23051162,Contact,Customer Success,Walkthrough
346704,8/20/2018,8/20/2018,23102626,Contact,Customer Success,Walkthrough
346713,8/9/2018,8/15/2018,23061580,Contact,Customer Success,Walkthrough
346729,8/14/2018,8/16/2018,23072692,Contact,Customer Success,Walkthrough
346730,8/14/2018,8/20/2018,23081246,Contact,Customer Success,Walkthrough
346731,8/13/2018,8/14/2018,23071030,Contact,Customer Success,Walkthrough
346737,8/17/2018,9/5/2018,23100596,Reachback,Customer Success,Walkthrough
346738,8/13/2018,8/15/2018,23066935,Contact,Customer Success,Walkthrough
346739,8/13/2018,8/14/2018,23066990,Contact,Customer Success,Walkthrough
346740,8/14/2018,8/14/2018,23079822,Contact,Customer Success,Walkthrough
346745,8/9/2018,8/14/2018,23062510,Contact,Customer Success,Walkthrough
346746,8/15/2018,8/21/2018,23087394,Contact,Customer Success,Walkthrough
346761,9/4/2018,9/10/2018,23272083,Contact,Customer Success,Walkthrough
346765,8/15/2018,8/15/2018,23087947,Contact,Customer Success,Walkthrough
346768,8/31/2018,9/7/2018,23219579,Contact,Customer Success,Walkthrough
346770,8/8/2018,8/13/2018,23049283,Contact,Customer Success,Walkthrough
346771,8/15/2018,8/20/2018,23087573,Contact,Customer Success,Walkthrough
346784,8/21/2018,8/23/2018,23109915,Contact,Customer Success,Walkthrough
346791,8/13/2018,8/14/2018,23071009,Contact,Customer Success,Walkthrough
346792,8/8/2018,8/14/2018,23048380,Reachback,Customer Success,Walkthrough
346814,8/13/2018,8/16/2018,23067022,Contact,Customer Success,Walkthrough
346820,8/13/2018,8/15/2018,23068035,Contact,Customer Success,Walkthrough
346823,8/13/2018,8/20/2018,23067558,Contact,Customer Success,Walkthrough
346830,8/14/2018,8/22/2018,23071996,Contact,Customer Success,Walkthrough
346831,8/13/2018,8/15/2018,23071206,Contact,Customer Success,Walkthrough
346844,8/14/2018,8/15/2018,23081402,Contact,Customer Success,Walkthrough
346847,8/14/2018,8/20/2018,23073728,Contact,Customer Success,Walkthrough
346848,8/13/2018,9/6/2018,23068004,Reachback,Customer Success,Walkthrough
346851,8/13/2018,8/15/2018,23067553,Contact,Customer Success,Walkthrough
346858,8/15/2018,8/16/2018,23091292,Contact,Customer Success,Walkthrough
346861,8/13/2018,8/15/2018,23066957,Contact,Customer Success,Walkthrough
346878,8/17/2018,8/20/2018,23100968,Contact,Customer Success,Walkthrough
346881,8/9/2018,8/13/2018,23062656,Contact,Customer Success,Walkthrough
346902,8/14/2018,8/14/2018,23072479,Contact,Customer Success,Walkthrough
346909,8/16/2018,8/20/2018,23095170,Contact,Customer Success,Walkthrough
346913,8/9/2018,8/22/2018,23060200,Contact,Customer Success,Walkthrough
346919,8/16/2018,8/21/2018,23094244,Contact,Customer Success,Walkthrough
346925,9/4/2018,9/6/2018,23269286,Contact,Customer Success,Walkthrough
346957,8/17/2018,8/17/2018,23100173,Contact,Customer Success,Walkthrough
346963,8/9/2018,8/14/2018,23060087,Contact,Customer Success,Walkthrough
346967,8/14/2018,8/14/2018,23080139,Contact,Customer Success,Walkthrough
346974,8/8/2018,8/13/2018,23057134,Contact,Customer Success,Walkthrough
346992,8/9/2018,8/14/2018,23058694,Contact,Customer Success,Walkthrough
346998,8/14/2018,8/14/2018,23073625,Contact,Customer Success,Walkthrough
347001,8/13/2018,8/16/2018,23066906,Contact,Customer Success,Walkthrough
347004,8/13/2018,8/14/2018,23069859,Contact,Customer Success,Walkthrough
347005,8/13/2018,8/14/2018,23070139,Contact,Customer Success,Walkthrough
347008,8/13/2018,8/16/2018,23067124,Contact,Customer Success,Walkthrough
347013,8/24/2018,8/24/2018,23132904,Contact,Customer Success,Walkthrough
347027,8/13/2018,8/14/2018,23071201,Contact,Customer Success,Walkthrough
347041,8/13/2018,8/21/2018,23067672,Contact,Customer Success,Walkthrough
347051,8/22/2018,9/6/2018,23111893,Contact,Customer Success,Walkthrough
347058,8/13/2018,8/15/2018,23070172,Contact,Customer Success,Walkthrough
347065,8/15/2018,8/15/2018,23086946,Contact,Customer Success,Walkthrough
347076,8/17/2018,9/4/2018,23100628,Reachback,Customer Success,Walkthrough
347078,8/17/2018,8/24/2018,23098234,Contact,Customer Success,Walkthrough
347080,8/9/2018,8/13/2018,23061840,Contact,Customer Success,Walkthrough
347088,8/14/2018,8/20/2018,23072456,Contact,Customer Success,Walkthrough
347089,8/17/2018,8/30/2018,23100620,Contact,Customer Success,Walkthrough
347090,8/13/2018,8/14/2018,23067017,Contact,Customer Success,Walkthrough
347093,8/15/2018,8/16/2018,23090417,Contact,Customer Success,Walkthrough
347109,8/15/2018,8/16/2018,23090457,Contact,Customer Success,Walkthrough
347113,8/9/2018,8/15/2018,23062121,Contact,Customer Success,Walkthrough
347115,8/24/2018,8/29/2018,23132542,Contact,Customer Success,Walkthrough
347116,8/14/2018,8/15/2018,23081435,Contact,Customer Success,Walkthrough
347117,8/13/2018,8/15/2018,23068594,Contact,Customer Success,Walkthrough
347118,8/13/2018,8/22/2018,23067632,Contact,Customer Success,Walkthrough
347128,8/16/2018,8/20/2018,23092576,Contact,Customer Success,Walkthrough
347129,8/22/2018,8/28/2018,23114937,Contact,Customer Success,Walkthrough
347131,8/14/2018,8/15/2018,23081486,Contact,Customer Success,Walkthrough
347139,8/28/2018,8/28/2018,23175911,Contact,Customer Success,Walkthrough
347167,8/14/2018,8/16/2018,23072686,Contact,Customer Success,Walkthrough
347169,8/16/2018,8/22/2018,23094789,Contact,Customer Success,Walkthrough
347195,8/16/2018,8/16/2018,23092192,Contact,Customer Success,Walkthrough
347210,8/21/2018,8/22/2018,23109723,Contact,Customer Success,Walkthrough
347224,8/13/2018,8/20/2018,23067150,Contact,Customer Success,Walkthrough
347263,8/15/2018,8/20/2018,23090495,Contact,Customer Success,Walkthrough
347269,8/28/2018,8/29/2018,23172716,Contact,Customer Success,Walkthrough
347278,8/17/2018,9/4/2018,23098732,Contact,Customer Success,Walkthrough
347301,8/14/2018,8/16/2018,23081168,Contact,Customer Success,Walkthrough
347306,8/30/2018,9/4/2018,23207290,Contact,Customer Success,Walkthrough
347307,8/27/2018,8/27/2018,23159634,Contact,Customer Success,Walkthrough
347318,8/13/2018,8/15/2018,23070596,Contact,Customer Success,Walkthrough
347332,8/15/2018,8/20/2018,23090143,Contact,Customer Success,Walkthrough
347333,8/14/2018,8/20/2018,23081289,Contact,Customer Success,Walkthrough
347360,8/14/2018,8/17/2018,23077769,Contact,Customer Success,Walkthrough
347364,8/14/2018,8/20/2018,23071979,Contact,Customer Success,Walkthrough
347393,8/20/2018,8/21/2018,23104330,Contact,Customer Success,Walkthrough
347401,8/15/2018,8/20/2018,23088524,Contact,Customer Success,Walkthrough
347402,8/17/2018,8/20/2018,23100930,Contact,Customer Success,Walkthrough
347416,8/17/2018,8/21/2018,23100920,Contact,Customer Success,Walkthrough
347424,8/14/2018,8/17/2018,23071984,Contact,Customer Success,Walkthrough
347434,8/14/2018,8/20/2018,23073786,Contact,Customer Success,Walkthrough
347442,8/14/2018,8/17/2018,23081113,Contact,Customer Success,Walkthrough
347453,8/15/2018,8/17/2018,23090278,Contact,Customer Success,Walkthrough
347467,8/17/2018,8/21/2018,23099831,Contact,Customer Success,Walkthrough
347468,8/15/2018,8/21/2018,23086717,Contact,Customer Success,Walkthrough
347485,8/17/2018,8/23/2018,23098041,Contact,Customer Success,Walkthrough
347486,8/14/2018,8/21/2018,23079509,Contact,Customer Success,Walkthrough
347490,8/15/2018,8/28/2018,23090358,Contact,Customer Success,Walkthrough
347491,8/15/2018,8/20/2018,23087426,Contact,Customer Success,Walkthrough
347517,8/21/2018,8/21/2018,23108175,Contact,Customer Success,Walkthrough
347523,8/16/2018,8/22/2018,23094263,Contact,Customer Success,Walkthrough
347530,8/16/2018,8/20/2018,23092000,Contact,Customer Success,Walkthrough
347534,8/15/2018,8/16/2018,23091081,Contact,Customer Success,Walkthrough
347536,8/13/2018,8/16/2018,23069024,Contact,Customer Success,Walkthrough
347544,8/16/2018,8/17/2018,23095387,Contact,Customer Success,Walkthrough
347546,8/20/2018,8/20/2018,23103672,Contact,Customer Success,Walkthrough
347548,8/14/2018,8/23/2018,23072614,Contact,Customer Success,Walkthrough
347558,8/21/2018,8/21/2018,23109161,Contact,Customer Success,Walkthrough
